EmployeeID,FullName,Age,Gender,Department,Designation,EducationQualification,MonthlySalary,DateOfJoining,YearsWithCompany,YearsInRole,AppraisalRating,TrainingHours,DoesOvertime,JobSatisfaction,WorkLifeBalance,MaritalStatus,PreviousCompanies,DistanceFromHome,LeavesTaken,City,LeftCompany
EMP20231704,Anay Gupta,50,Female,HR,Accounts Officer,MBA,22664,4/14/2019,6,0,2,38,Yes,5,2,Married,1,15.6,24,Chennai,No
EMP20231705,Romil Garde,55,Male,Sales,Sales Associate,Diploma,24830,8/19/2020,5,0,3,40,No,4,1,Married,0,26.2,28,Hyderabad,No
EMP20231706,Kismat Bains,24,Other,IT,Office Assistant,B.Tech,98098,3/24/2019,6,0,4,26,Yes,5,4,Divorced,0,46.3,6,Delhi,Yes
EMP20231707,Krish Sandal,54,Female,Sales,HR Executive,B.Tech,79641,7/11/2020,5,2,1,33,No,4,4,Married,4,32.3,23,Kolkata,No
EMP20231708,Ira Choudhary,37,Other,HR,Software Engineer,B.Tech,115748,9/25/2020,5,2,5,59,No,3,4,Married,1,36.1,26,Hyderabad,No
EMP20231709,Divit Toor,31,Female,Sales,Software Engineer,BA,19486,1/5/2024,1,1,4,36,No,3,4,Married,3,2.1,6,Delhi,Yes
EMP20231710,Anya De,25,Other,Admin,Accounts Officer,MBA,49463,2/1/2023,2,0,3,35,Yes,5,1,Divorced,2,8.4,8,Bengaluru,Yes
EMP20231711,Taran Tank,28,Other,IT,Sales Associate,Diploma,87101,1/5/2021,4,2,1,7,Yes,1,2,Single,2,20.8,17,Chennai,Yes
EMP20231712,Ira Sagar,42,Other,HR,Software Engineer,BA,112238,10/29/2019,6,4,5,0,Yes,4,2,Single,1,30.3,18,Chennai,No
EMP20231713,Keya Sundaram,54,Male,HR,Sales Associate,BA,33598,9/25/2021,4,2,3,40,Yes,1,3,Divorced,0,43.5,28,Hyderabad,No
EMP20231714,Vihaan Dua,33,Female,HR,HR Executive,MBA,35230,1/1/2018,7,5,4,50,No,2,2,Divorced,2,15.6,3,Pune,No
EMP20231715,Rasha Lad,24,Female,Admin,HR Executive,BA,108876,2/27/2023,2,2,4,32,No,1,4,Divorced,5,36.1,28,Chennai,No
EMP20231716,Tara Jhaveri,59,Other,IT,HR Executive,BA,95800,4/18/2017,8,1,5,60,No,5,3,Married,2,17,20,Pune,No
EMP20231717,Arhaan Issac,29,Female,Accounts,Software Engineer,BA,63231,7/19/2018,7,6,1,51,Yes,4,1,Divorced,1,49.4,4,Bengaluru,Yes
EMP20231718,Aaryahi Golla,41,Other,Accounts,Office Assistant,M.Com,89656,11/11/2019,6,6,4,60,No,5,2,Single,5,42.4,9,Mumbai,No
EMP20231719,Zain Taneja,34,Female,IT,HR Executive,BA,65062,9/1/2018,7,7,4,11,No,2,3,Single,5,21,30,Mumbai,No
EMP20231720,Saira Sehgal,23,Male,Admin,Office Assistant,M.Com,30479,3/20/2019,6,6,4,52,Yes,2,2,Divorced,2,23.4,5,Kolkata,No
EMP20231721,Kavya Shanker,26,Male,IT,Office Assistant,MBA,48554,5/27/2017,8,7,4,37,Yes,4,2,Single,3,27.1,19,Pune,No
EMP20231722,Veer Chhabra,33,Male,Accounts,Software Engineer,Diploma,85913,11/28/2023,2,1,4,7,Yes,3,2,Married,4,22.4,29,Mumbai,No
EMP20231723,Chirag Zacharia,32,Male,Sales,Sales Associate,M.Com,33411,6/3/2018,7,2,1,4,No,4,1,Single,5,47.1,27,Delhi,No
EMP20231724,Abram Sibal,33,Other,Admin,HR Executive,M.Com,39991,7/9/2019,6,3,2,34,No,2,3,Single,5,40.3,18,Hyderabad,Yes
EMP20231725,Samar Luthra,26,Female,HR,Accounts Officer,BA,38309,4/2/2021,4,3,1,23,Yes,4,4,Single,4,47.4,29,Delhi,No
EMP20231726,Saira Manne,40,Other,Admin,Office Assistant,MBA,48757,10/29/2018,7,0,1,40,No,2,2,Single,4,3.9,0,Bengaluru,Yes
EMP20231727,Dharmajan Mani,52,Other,Accounts,Office Assistant,B.Tech,21625,4/8/2022,3,2,2,47,Yes,1,1,Married,3,35,9,Mumbai,No
EMP20231728,Mamooty Vyas,34,Female,Accounts,Accounts Officer,MBA,49415,2/26/2023,2,2,1,18,No,1,4,Divorced,2,33.9,29,Hyderabad,No
EMP20231729,Nirvi Bhalla,35,Female,Sales,Accounts Officer,BA,16726,10/29/2023,2,2,3,42,Yes,5,1,Divorced,2,22.9,10,Kolkata,Yes
EMP20231730,Badal Keer,39,Male,IT,Sales Associate,Diploma,100583,4/15/2019,6,1,1,5,No,5,4,Divorced,4,41.7,16,Pune,No
EMP20231731,Jayan Chokshi,25,Male,Admin,Accounts Officer,BA,110025,12/19/2019,6,4,2,39,No,1,4,Married,4,25.8,4,Chennai,Yes
EMP20231732,Lakshay Kamdar,51,Other,Sales,HR Executive,Diploma,119473,5/1/2020,5,3,4,59,No,3,4,Married,2,32.3,30,Chennai,No
EMP20231733,Pranay Bhargava,31,Male,Admin,HR Executive,BA,49868,6/7/2016,9,2,1,22,Yes,2,2,Divorced,5,24.7,22,Hyderabad,Yes
EMP20231734,Raghav Sawhney,55,Male,IT,Office Assistant,B.Tech,106246,11/3/2016,9,2,2,5,No,4,2,Divorced,2,37.6,9,Kolkata,No
EMP20231735,Mahika Balay,48,Other,Accounts,Sales Associate,BA,78656,12/12/2023,2,2,2,6,No,3,3,Married,1,49.7,6,Mumbai,No
EMP20231736,Inaaya  Chand,45,Female,Sales,Accounts Officer,M.Com,47120,6/30/2023,2,1,4,53,Yes,1,2,Divorced,4,5.6,22,Chennai,No
EMP20231737,Nishith Sodhi,26,Male,IT,Sales Associate,B.Tech,107051,11/4/2019,6,5,5,20,Yes,3,2,Married,1,21.8,11,Mumbai,No
EMP20231738,Armaan Behl,46,Other,Sales,Accounts Officer,M.Com,89493,3/10/2021,4,1,2,18,No,1,1,Married,4,14.9,23,Mumbai,Yes
EMP20231739,Akarsh Bhagat,32,Female,Admin,Sales Associate,MBA,71911,4/7/2023,2,0,2,37,No,3,2,Married,3,8,22,Bengaluru,No
EMP20231740,Ayesha Ganesan,60,Male,HR,HR Executive,BA,20132,12/6/2016,9,1,3,1,Yes,4,2,Divorced,4,28.6,22,Chennai,No
EMP20231741,Divit Shah,39,Other,Accounts,Office Assistant,M.Com,33865,11/20/2023,2,2,5,38,No,5,1,Single,2,18.6,29,Delhi,Yes
EMP20231742,Sana Balasubramanian,36,Other,Sales,Sales Associate,B.Tech,70226,2/27/2019,6,0,5,45,No,4,3,Divorced,1,47.2,30,Bengaluru,No
EMP20231743,Seher Dhar,45,Other,HR,Software Engineer,BA,88104,9/23/2021,4,1,2,23,No,2,3,Married,2,49.8,9,Mumbai,No
EMP20231744,Lakshit Mani,22,Female,IT,HR Executive,B.Tech,39896,10/30/2023,2,0,4,41,Yes,1,1,Divorced,4,49.6,9,Chennai,Yes
EMP20231745,Gokul Dani,49,Male,Admin,Office Assistant,BA,82023,12/9/2015,10,8,4,26,No,5,1,Single,3,37.6,17,Chennai,No
EMP20231746,Aradhya Mani,52,Other,HR,HR Executive,BA,111226,9/29/2023,2,2,1,8,No,1,1,Divorced,5,49.8,10,Pune,Yes
EMP20231747,Ela Sahota,34,Female,Accounts,Software Engineer,B.Tech,66728,2/25/2019,6,5,3,8,Yes,3,4,Married,2,4.4,15,Pune,No
EMP20231748,Nehmat Manne,44,Female,Sales,Office Assistant,BA,64128,2/4/2016,9,9,4,2,No,5,3,Divorced,1,32,10,Hyderabad,No
EMP20231749,Aarush Ghosh,36,Female,IT,Accounts Officer,M.Com,43636,10/28/2017,8,5,2,21,Yes,5,4,Divorced,2,40.4,8,Bengaluru,No
EMP20231750,Yuvraj  Sethi,50,Male,IT,Sales Associate,M.Com,21264,11/8/2022,3,1,3,0,No,3,2,Single,5,41.9,16,Mumbai,No
EMP20231751,Eshani Mandal,25,Other,IT,Office Assistant,M.Com,100151,3/19/2024,1,1,2,40,Yes,4,3,Married,3,5.3,10,Pune,Yes
EMP20231752,Aarna Dave,39,Female,Admin,Accounts Officer,M.Com,101007,1/22/2022,3,2,5,32,No,2,1,Married,2,33.2,19,Kolkata,No
EMP20231753,Renee Bedi,32,Male,Sales,Office Assistant,MBA,103658,7/5/2023,2,2,4,24,No,5,2,Married,3,28.8,28,Kolkata,No
EMP20231754,Ira Loyal,23,Female,HR,HR Executive,B.Tech,118171,1/5/2017,8,6,1,60,Yes,4,4,Single,4,29.3,7,Hyderabad,No
EMP20231755,Yasmin Kaur,48,Other,Admin,HR Executive,BA,17286,9/12/2020,5,4,4,9,No,3,1,Married,0,5,21,Kolkata,No
EMP20231756,Raunak Bail,25,Other,Accounts,HR Executive,MBA,55780,3/27/2018,7,4,3,47,No,2,4,Married,4,25.8,27,Chennai,No
EMP20231757,Trisha Samra,30,Other,Accounts,Office Assistant,M.Com,32657,6/2/2024,1,1,4,57,No,4,1,Divorced,3,40.6,0,Delhi,Yes
EMP20231758,Shamik Chana,45,Female,Accounts,Accounts Officer,Diploma,50724,5/23/2021,4,0,4,59,No,3,3,Single,0,34.3,9,Chennai,No
EMP20231759,Rhea Lanka,45,Female,IT,Office Assistant,Diploma,44566,10/26/2023,2,0,5,6,No,2,4,Divorced,3,34.7,30,Pune,No
EMP20231760,Neelofar Shanker,32,Female,Accounts,Sales Associate,B.Tech,102605,7/3/2021,4,4,1,35,No,1,3,Single,3,5.5,17,Mumbai,Yes
EMP20231761,Yashvi Kalla,56,Female,IT,Office Assistant,MBA,60668,5/10/2019,6,5,3,0,Yes,1,1,Divorced,1,21.8,19,Hyderabad,Yes
EMP20231762,Zain Gole,40,Other,Accounts,HR Executive,MBA,107049,5/23/2024,1,1,1,54,No,2,1,Divorced,1,30.7,15,Pune,No
EMP20231763,Himmat Kuruvilla,28,Other,Sales,Office Assistant,B.Tech,33330,8/17/2018,7,2,3,39,Yes,4,3,Divorced,1,26.8,18,Kolkata,No
EMP20231764,Heer Sane,43,Female,Sales,Office Assistant,MBA,57504,7/25/2019,6,3,4,52,Yes,5,1,Single,1,23.1,18,Kolkata,Yes
EMP20231765,Tejas Setty,25,Female,Admin,Software Engineer,M.Com,45317,6/17/2023,2,1,3,1,Yes,2,3,Married,0,46.4,2,Mumbai,No
EMP20231766,Amani Mangat,59,Other,Accounts,Sales Associate,BA,43064,3/15/2022,3,0,4,17,No,2,4,Married,1,14.7,2,Mumbai,No
EMP20231767,Anya Sama,25,Male,Admin,Sales Associate,MBA,52493,12/26/2016,9,8,1,23,No,3,4,Divorced,2,18.2,13,Pune,No
EMP20231768,Kimaya Dara,31,Male,Accounts,Software Engineer,Diploma,38514,4/5/2021,4,3,3,48,No,2,3,Married,1,34.2,12,Kolkata,No
EMP20231769,Vivaan Shankar,29,Other,IT,HR Executive,MBA,85985,4/4/2019,6,4,5,20,Yes,5,2,Married,2,43.9,15,Delhi,No
EMP20231770,Tanya Sant,35,Male,IT,Accounts Officer,B.Tech,31857,12/17/2019,6,0,5,22,No,1,2,Married,5,27.9,12,Chennai,No
EMP20231771,Lakshay Walla,58,Male,Accounts,Office Assistant,BA,22185,2/29/2024,1,0,1,57,Yes,1,4,Single,1,17,18,Hyderabad,Yes
EMP20231772,Rasha Kalla,48,Other,Accounts,Accounts Officer,MBA,25423,2/7/2019,6,3,4,37,Yes,1,3,Divorced,5,18.5,28,Chennai,Yes
EMP20231773,Lakshay Setty,51,Other,Admin,Sales Associate,BA,30681,8/27/2017,8,6,5,37,Yes,3,4,Divorced,2,47.1,16,Delhi,Yes
EMP20231774,Sana Dalal,55,Other,Accounts,Accounts Officer,B.Tech,96741,6/29/2016,9,3,2,39,Yes,3,4,Divorced,5,26.3,20,Delhi,No
EMP20231775,Devansh Bassi,23,Male,Accounts,Software Engineer,BA,84334,3/10/2020,5,2,3,42,Yes,3,1,Divorced,4,28.7,9,Bengaluru,Yes
EMP20231776,Aayush Vasa,25,Male,Admin,HR Executive,Diploma,58919,5/5/2018,7,2,3,5,Yes,4,3,Single,4,17.8,9,Kolkata,No
EMP20231777,Romil Shroff,29,Female,Accounts,Accounts Officer,Diploma,94469,4/24/2017,8,4,4,44,No,3,2,Single,4,4.1,15,Hyderabad,No
EMP20231778,Rania Chakrabarti,49,Male,Accounts,Sales Associate,MBA,75042,2/1/2017,8,6,5,55,No,2,4,Married,0,2.6,3,Hyderabad,No
EMP20231779,Aaina Yohannan,35,Other,Accounts,Software Engineer,B.Tech,107932,7/27/2017,8,8,4,40,Yes,1,4,Divorced,1,46.7,0,Chennai,No
EMP20231780,Taimur Deep,52,Female,HR,Office Assistant,B.Tech,93248,1/20/2021,4,4,2,33,Yes,4,4,Married,2,42.3,15,Mumbai,No
EMP20231781,Tushar Yohannan,46,Female,Admin,HR Executive,BA,44547,10/23/2021,4,4,4,17,Yes,3,4,Married,1,49.1,11,Bengaluru,No
EMP20231782,Nirvaan Taneja,28,Male,Admin,Accounts Officer,Diploma,47363,2/1/2016,9,0,5,51,No,1,2,Divorced,1,28.3,11,Delhi,No
EMP20231783,Yuvraj  Dar,46,Female,IT,Office Assistant,Diploma,27984,7/2/2021,4,1,2,55,No,3,2,Divorced,1,4.4,24,Mumbai,No
EMP20231784,Mohanlal Kuruvilla,41,Other,Admin,Accounts Officer,MBA,46374,3/23/2023,2,2,4,33,Yes,3,1,Divorced,1,39,1,Kolkata,No
EMP20231785,Vihaan Vig,49,Other,Admin,Accounts Officer,BA,79181,5/10/2017,8,2,1,18,No,1,3,Single,4,6.9,21,Delhi,Yes
EMP20231786,Aarav Hegde,38,Male,Admin,HR Executive,MBA,118869,7/27/2016,9,4,3,37,Yes,5,4,Single,5,19.3,20,Hyderabad,Yes
EMP20231787,Armaan Bava,31,Female,HR,HR Executive,MBA,57474,4/26/2020,5,0,1,56,No,5,4,Divorced,3,47,15,Pune,No
EMP20231788,Tanya Chaudhary,44,Male,Accounts,Accounts Officer,MBA,72965,5/8/2022,3,2,4,27,No,1,2,Married,2,42.4,21,Bengaluru,Yes
EMP20231789,Ayesha Sur,41,Female,Sales,Office Assistant,BA,48814,10/26/2019,6,4,3,39,No,5,2,Single,5,28.2,24,Kolkata,No
EMP20231790,Vihaan Subramaniam,52,Female,Sales,HR Executive,BA,104463,2/1/2016,9,9,3,56,No,4,3,Married,0,11.7,12,Pune,No
EMP20231791,Kashvi Jani,42,Female,Admin,Software Engineer,B.Tech,90743,9/8/2018,7,4,3,51,Yes,3,3,Single,3,8.8,28,Hyderabad,No
EMP20231792,Lakshay Chander,44,Other,Sales,Accounts Officer,Diploma,69709,1/20/2020,5,4,5,57,No,5,1,Divorced,3,42.4,9,Kolkata,No
EMP20231793,Nitya Gulati,42,Other,HR,Office Assistant,M.Com,25265,10/4/2015,10,8,4,24,Yes,1,2,Single,3,33.5,30,Pune,No
EMP20231794,Abram Kapur,35,Male,Accounts,HR Executive,Diploma,80711,11/17/2015,10,9,1,34,No,1,1,Married,0,47.8,14,Delhi,Yes
EMP20231795,Zoya Borra,34,Female,Admin,HR Executive,BA,118783,11/22/2022,3,3,1,19,No,5,4,Single,3,9.6,1,Delhi,No
EMP20231796,Taimur Bahl,32,Female,Sales,Accounts Officer,BA,55899,6/24/2018,7,2,2,58,No,5,1,Single,1,9.1,4,Chennai,No
EMP20231797,Rania Borah,31,Other,Accounts,Software Engineer,M.Com,47694,11/22/2020,5,0,3,27,No,2,2,Married,3,33.2,3,Pune,No
EMP20231798,Mohanlal Kulkarni,51,Male,Sales,Sales Associate,Diploma,45282,10/20/2016,9,6,4,34,No,3,1,Divorced,0,44.2,6,Kolkata,No
EMP20231799,Vardaniya Dhaliwal,45,Other,Admin,Accounts Officer,MBA,90886,3/19/2020,5,0,3,57,Yes,2,1,Single,4,1.1,18,Hyderabad,Yes
EMP20231800,Advik Sarin,22,Other,Admin,Sales Associate,MBA,104990,1/13/2020,5,3,2,22,No,3,3,Single,5,14.7,30,Chennai,No
EMP20231801,Yuvraj  Choudhary,25,Other,IT,Software Engineer,Diploma,72395,6/16/2023,2,1,4,19,Yes,5,1,Single,3,49.4,4,Pune,Yes
EMP20231802,Taran Comar,23,Male,Admin,Sales Associate,Diploma,110214,4/2/2023,2,0,1,11,No,2,4,Divorced,1,30.8,4,Delhi,Yes
EMP20231803,Badal Barad,32,Other,Admin,Sales Associate,M.Com,100652,2/6/2016,9,1,5,32,No,4,3,Single,2,14.1,7,Mumbai,Yes
EMP20231804,Stuvan Gour,53,Other,IT,Accounts Officer,Diploma,32044,3/2/2018,7,4,4,14,No,2,4,Single,1,31.4,25,Chennai,No
EMP20231805,Indrans Devi,35,Male,HR,Sales Associate,BA,70216,7/1/2017,8,4,5,30,No,1,4,Married,3,49.3,18,Delhi,No
EMP20231806,Khushi Cheema,59,Other,HR,Sales Associate,M.Com,25836,3/31/2024,1,1,1,3,Yes,2,4,Divorced,4,4.3,0,Pune,No
EMP20231807,Indrans Vala,37,Male,Accounts,Accounts Officer,MBA,46333,6/22/2020,5,4,1,55,No,2,3,Married,0,3.6,1,Pune,No
EMP20231808,Eva Guha,48,Other,Sales,Sales Associate,Diploma,110081,9/6/2022,3,2,5,39,Yes,3,2,Single,5,3.4,19,Pune,No
EMP20231809,Armaan Kanda,56,Male,IT,Software Engineer,MBA,112393,3/8/2018,7,6,3,0,No,4,1,Married,2,6.2,22,Bengaluru,No
EMP20231810,Nayantara Datta,22,Other,HR,Sales Associate,BA,17714,7/22/2021,4,3,5,34,No,4,1,Married,0,43.8,4,Pune,No
EMP20231811,Kabir Talwar,46,Other,Admin,Software Engineer,B.Tech,68277,10/25/2021,4,1,4,48,Yes,4,1,Divorced,0,32.6,27,Delhi,Yes
EMP20231812,Faiyaz Loke,22,Female,Accounts,Office Assistant,M.Com,95317,2/10/2016,9,8,2,43,Yes,1,4,Single,2,20.3,1,Kolkata,Yes
EMP20231813,Zaina Sankaran,37,Other,IT,Sales Associate,BA,112336,11/2/2021,4,1,5,5,Yes,3,4,Divorced,5,10.6,11,Mumbai,No
EMP20231814,Stuvan Deshpande,35,Male,Admin,Office Assistant,M.Com,115695,8/8/2019,6,4,4,38,Yes,5,1,Divorced,2,38.6,3,Bengaluru,Yes
EMP20231815,Kanav Anand,37,Female,HR,HR Executive,MBA,98999,8/18/2020,5,3,5,7,No,2,1,Divorced,3,12.4,12,Kolkata,Yes
EMP20231816,Rhea Goyal,56,Male,Admin,Accounts Officer,Diploma,68491,10/2/2018,7,0,2,19,Yes,3,2,Divorced,4,49.9,9,Hyderabad,No
EMP20231817,Madhav Anand,33,Other,IT,Accounts Officer,MBA,16237,3/12/2017,8,1,1,50,Yes,2,4,Single,0,45.2,25,Chennai,Yes
EMP20231818,Fateh Guha,38,Other,Accounts,Office Assistant,Diploma,113623,4/23/2021,4,3,1,21,Yes,2,4,Divorced,5,13.9,26,Mumbai,Yes
EMP20231819,Manjari Mahal,51,Other,HR,Office Assistant,MBA,94244,12/12/2019,6,2,3,29,No,3,3,Single,0,20.8,25,Hyderabad,No
EMP20231820,Ranbir Lad,51,Other,Admin,HR Executive,MBA,47678,8/24/2022,3,3,4,52,No,5,1,Married,1,33.5,26,Bengaluru,No
EMP20231821,Romil Kakar,27,Female,HR,Office Assistant,BA,109549,2/3/2016,9,2,3,43,No,4,4,Married,5,28.7,15,Kolkata,No
EMP20231822,Jiya Sem,39,Male,Sales,Accounts Officer,Diploma,92379,12/9/2020,5,0,1,33,No,5,2,Single,2,30,28,Chennai,Yes
EMP20231823,Siya Gole,40,Male,Sales,Software Engineer,BA,85410,9/18/2017,8,4,4,35,No,3,1,Divorced,3,40.1,20,Pune,No
EMP20231824,Aarna Kakar,53,Female,Admin,Office Assistant,Diploma,61689,5/1/2018,7,4,3,5,No,4,4,Single,4,10.1,8,Delhi,No
EMP20231825,Vanya Edwin,59,Female,IT,Office Assistant,M.Com,23774,11/3/2019,6,5,1,56,No,3,2,Divorced,0,21.1,25,Kolkata,Yes
EMP20231826,Aarna Dani,23,Other,HR,HR Executive,BA,70808,4/5/2024,1,1,4,39,Yes,5,2,Divorced,1,43.5,8,Bengaluru,Yes
EMP20231827,Rati Sangha,57,Female,IT,Office Assistant,M.Com,71205,5/31/2020,5,1,2,17,Yes,1,3,Married,4,31.9,0,Chennai,Yes
EMP20231828,Devansh Solanki,53,Other,Accounts,Sales Associate,MBA,75263,2/8/2019,6,5,3,20,Yes,5,1,Married,3,26.3,25,Pune,Yes
EMP20231829,Hiran Cheema,44,Female,Admin,HR Executive,MBA,65588,5/15/2022,3,0,4,16,No,3,1,Divorced,1,49.4,5,Pune,Yes
EMP20231830,Krish Manda,43,Female,Accounts,Sales Associate,B.Tech,107806,3/17/2023,2,1,3,4,Yes,5,2,Married,2,23.2,16,Mumbai,No
EMP20231831,Pari Devan,40,Other,Accounts,HR Executive,BA,62636,9/29/2021,4,1,2,44,Yes,4,3,Married,2,22.9,17,Mumbai,No
EMP20231832,Alia Balay,22,Male,IT,Accounts Officer,Diploma,74937,9/24/2015,10,5,2,41,Yes,3,4,Married,2,40.5,11,Kolkata,No
EMP20231833,Tejas Bedi,48,Female,Accounts,Office Assistant,M.Com,57177,9/12/2020,5,0,5,54,Yes,5,1,Divorced,1,43.6,29,Delhi,No
EMP20231834,Zain Choudhary,56,Female,Admin,Software Engineer,BA,54333,12/27/2019,6,6,4,24,No,1,1,Married,3,20.7,5,Bengaluru,Yes
EMP20231835,Hrishita Wali,41,Other,IT,Office Assistant,MBA,47107,11/30/2015,10,10,3,29,Yes,2,2,Single,4,28.3,7,Mumbai,No
EMP20231836,Drishya Tak,56,Male,IT,HR Executive,Diploma,34129,6/25/2023,2,1,1,47,Yes,3,3,Divorced,2,36.6,16,Mumbai,No
EMP20231837,Madhav Toor,38,Other,IT,Sales Associate,B.Tech,101790,12/28/2021,4,4,5,15,Yes,5,2,Married,2,28,9,Delhi,No
EMP20231838,Heer Kaul,51,Male,Accounts,Software Engineer,Diploma,95601,10/21/2017,8,3,1,50,Yes,1,4,Single,3,27.5,27,Bengaluru,Yes
EMP20231839,Myra Ranganathan,22,Female,Sales,Office Assistant,M.Com,37441,8/11/2017,8,0,5,38,No,5,1,Single,5,40.9,2,Hyderabad,No
EMP20231840,Taimur Gill,22,Female,Admin,Sales Associate,M.Com,36733,1/1/2023,2,1,1,24,No,4,3,Married,5,14.5,20,Chennai,No
EMP20231841,Seher Dugar,46,Female,IT,Accounts Officer,MBA,114140,11/25/2016,9,0,4,20,No,2,3,Married,3,8.5,5,Kolkata,No
EMP20231842,Divit Vasa,59,Female,Accounts,HR Executive,BA,87268,2/22/2020,5,3,5,34,Yes,2,3,Divorced,0,18.6,25,Mumbai,No
EMP20231843,Anay Sen,31,Other,Sales,Software Engineer,M.Com,113582,5/10/2017,8,1,1,55,No,4,4,Divorced,2,40,24,Kolkata,No
EMP20231844,Badal Dar,38,Male,Admin,Accounts Officer,BA,59060,1/9/2020,5,3,1,58,Yes,4,3,Divorced,0,4.6,3,Delhi,No
EMP20231845,Uthkarsh Chakrabarti,45,Male,Sales,Accounts Officer,Diploma,28933,3/19/2016,9,8,2,4,Yes,5,2,Married,5,14.6,1,Bengaluru,No
EMP20231846,Nitya Reddy,22,Other,Admin,Accounts Officer,MBA,109416,9/8/2015,10,9,3,51,No,2,3,Single,2,19.7,27,Kolkata,No
EMP20231847,Arnav Grewal,42,Male,Sales,Accounts Officer,Diploma,90399,7/31/2019,6,3,5,32,No,1,1,Single,3,20.8,13,Chennai,No
EMP20231848,Jayan Khanna,26,Female,IT,HR Executive,M.Com,49521,1/16/2019,6,6,1,44,Yes,5,2,Married,0,22,23,Bengaluru,No
EMP20231849,Biju Jayaraman,35,Male,Admin,Software Engineer,B.Tech,52640,11/27/2019,6,0,5,19,Yes,5,1,Single,3,28.5,27,Pune,Yes
EMP20231850,Khushi Kar,47,Female,Accounts,HR Executive,BA,41762,1/22/2022,3,2,2,16,No,4,1,Married,5,10.5,17,Chennai,No
EMP20231851,Eshani Golla,47,Other,Admin,Sales Associate,Diploma,80568,3/18/2019,6,0,2,4,No,3,3,Married,5,43.1,30,Kolkata,No
EMP20231852,Divit Rajagopal,30,Female,Admin,Office Assistant,Diploma,84426,8/17/2019,6,6,4,3,Yes,4,2,Single,2,45.6,10,Mumbai,No
EMP20231853,Hridaan Kalla,36,Female,Admin,Accounts Officer,B.Tech,112057,4/11/2017,8,7,3,50,Yes,4,3,Single,2,40.9,25,Chennai,No
EMP20231854,Jayant Divan,57,Female,HR,Office Assistant,BA,34099,7/14/2019,6,4,4,12,Yes,2,1,Married,0,32.2,22,Mumbai,Yes
EMP20231855,Ehsaan Char,32,Other,Accounts,HR Executive,M.Com,32605,1/17/2019,6,4,3,41,Yes,5,4,Married,4,28.3,13,Chennai,No
EMP20231856,Jhanvi Dhingra,22,Other,Accounts,Software Engineer,M.Com,107936,12/3/2018,7,6,3,10,No,4,3,Divorced,4,48.7,18,Delhi,No
EMP20231857,Saksham Tailor,26,Male,HR,Accounts Officer,B.Tech,61151,1/14/2021,4,4,3,49,No,5,3,Single,1,4.1,13,Kolkata,No
EMP20231858,Samar Lanka,31,Other,HR,HR Executive,M.Com,32286,4/25/2023,2,0,3,38,No,2,3,Single,3,27.9,2,Chennai,No
EMP20231859,Vedika Bajaj,54,Female,Accounts,Software Engineer,M.Com,43357,12/23/2015,10,0,4,42,No,2,4,Divorced,3,31,0,Delhi,No
EMP20231860,Kaira Magar,24,Female,Admin,Accounts Officer,M.Com,44552,8/18/2017,8,2,4,32,Yes,2,1,Single,0,31,20,Pune,Yes
EMP20231861,Manikya Tella,58,Female,HR,Accounts Officer,MBA,75862,9/18/2018,7,0,4,6,Yes,4,4,Married,5,31.3,25,Hyderabad,No
EMP20231862,Romil Sunder,28,Other,Sales,Sales Associate,BA,79457,8/23/2017,8,8,4,8,Yes,2,4,Divorced,4,15.7,14,Kolkata,No
EMP20231863,Pranay Deol,38,Male,Accounts,Software Engineer,MBA,103046,9/21/2016,9,7,1,39,No,2,2,Single,3,42.1,28,Mumbai,No
EMP20231864,Inaaya  Dhawan,31,Male,Admin,Accounts Officer,Diploma,39729,2/5/2018,7,1,3,34,Yes,3,4,Divorced,0,33.6,30,Delhi,No
EMP20231865,Kavya Kant,43,Male,Accounts,Accounts Officer,M.Com,102208,10/5/2023,2,2,3,47,No,3,1,Single,5,18.9,18,Mumbai,No
EMP20231866,Myra Chawla,24,Male,Sales,Sales Associate,M.Com,95169,4/1/2017,8,5,5,33,No,4,4,Married,1,46.3,11,Chennai,No
EMP20231867,Riaan Kumer,60,Other,IT,Office Assistant,M.Com,52308,12/31/2023,2,1,2,15,No,3,1,Married,4,48.3,25,Kolkata,No
EMP20231868,Veer Golla,25,Male,Sales,Accounts Officer,Diploma,21871,10/15/2022,3,3,5,20,Yes,5,1,Divorced,4,27.2,7,Mumbai,Yes
EMP20231869,Vardaniya Dutta,22,Female,IT,HR Executive,MBA,46134,1/2/2016,9,7,2,38,No,2,2,Married,3,26,27,Kolkata,Yes
EMP20231870,Kaira Sethi,52,Male,Admin,Software Engineer,M.Com,41054,2/23/2020,5,5,2,2,Yes,1,3,Divorced,2,33.4,18,Pune,Yes
EMP20231871,Akarsh Dixit,28,Male,Accounts,Sales Associate,Diploma,64501,5/22/2023,2,0,2,41,No,2,3,Single,1,39.6,25,Hyderabad,Yes
EMP20231872,Aradhya Bera,25,Other,Admin,Accounts Officer,B.Tech,51091,9/2/2018,7,1,3,32,No,5,3,Single,5,26.8,3,Bengaluru,Yes
EMP20231873,Lakshit Mani,47,Female,Admin,Office Assistant,B.Tech,21883,7/18/2017,8,2,4,39,No,5,4,Single,4,9.5,9,Pune,Yes
